text,retweet_count,favorite_count,created_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
"RT @EmmetPeppers: The only country where there really is ""EV Adoption"" is in China.

Everywhere else it should be called ""Tesla Adoption""",12,0,2023-06-07 00:14:28+00:00,"['rt', 'emmetpeppers', 'country', 'really', 'ev', 'adoption', 'china', 'everywhere', 'else', 'called', 'tesla', 'adoptio']",0.0,0.0,1.0,0.0,Neutral,[],['china']
"RT @AFineBlogger: Commanding Officer and Deputy Inspector Gallagher surrounded by a mess load of illegal ""e-mobility"" motorized vehicles co…",12,0,2023-06-07 22:16:07+00:00,"['rt', 'afineblogger', 'commanding', 'officer', 'deputy', 'inspector', 'gallagher', 'surrounded', 'mess', 'load', 'illegal', 'emobility', 'motorized', 'vehicle', 'co…']",0.319,0.0,0.681,-0.7269,Negative,[],[]
"RT @uminnaar: E-bikes really should be a higher priority for the South African govt than EVs for the wealthy &amp; middle class.

Africa boosts…",12,0,2023-06-06 07:00:00+00:00,"['rt', 'uminnaar', 'ebikes', 'really', 'higher', 'priority', 'south', 'african', 'govt', 'ev', 'wealthy', 'amp', 'middle', 'class', 'africa', 'boosts…']",0.0,0.143,0.857,0.3612,Positive,[],[]
"RT @yaabitha: I’m ordering the Oraimo Sonic Cleaning electric toothbrush. 
I hope it’s worth it!!",12,0,2023-06-08 09:36:33+00:00,"['rt', 'yaabitha', '’', 'ordering', 'oraimo', 'sonic', 'cleaning', 'electric', 'toothbrush', 'hope', '’', 'worth']",0.0,0.375,0.625,0.5859,Positive,[],[]
"RT @MarvelMove: 🎞️ We worked with the team at 20ten to bring our live action trailer for #MarvelMove to life.

Drones, hoverboards, electri…",12,0,2023-06-08 09:31:27+00:00,"['rt', 'marvelmove', '🎞️', 'worked', 'team', '20ten', 'bring', 'live', 'action', 'trailer', 'marvelmove', 'life', 'drone', 'hoverboards', 'electri…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @QuentinWillson: Today ⁦@MailOnline⁩ runs the same discredited Atkinson article. Anti-EV clickbait has become a journalistic currency. W…,12,0,2023-06-08 09:25:49+00:00,"['rt', 'quentinwillson', 'today', '\u2066mailonline\u2069', 'run', 'discredited', 'atkinson', 'article', 'antiev', 'clickbait', 'become', 'journalistic', 'currency', 'w…']",0.182,0.0,0.818,-0.4404,Negative,[],[]
"RT @Remellu: I have one day to get electricity money, we can do an advancement but that means we will be fee'd and the electric company wil…",12,0,2023-06-08 09:22:16+00:00,"['rt', 'remellu', 'one', 'day', 'get', 'electricity', 'money', 'advancement', 'mean', 'feed', 'electric', 'company', 'wil…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @DrMAliShaikh: An old picture from Sindh Madressah archives. The occasion was farewell in honor of principal Dr Daudpota in 1930, on his…",12,0,2023-06-08 09:18:04+00:00,"['rt', 'drmalishaikh', 'old', 'picture', 'sindh', 'madressah', 'archive', 'occasion', 'farewell', 'honor', 'principal', 'dr', 'daudpota', '1930', 'his…']",0.0,0.186,0.814,0.4939,Positive,[],[]
"RT @Reuters: ICYMI: Australians are buying EVs in large numbers, but many say charging ports are few and hard to find. Expansion of public…",12,0,2023-06-05 16:34:50+00:00,"['rt', 'reuters', 'icymi', 'australian', 'buying', 'ev', 'large', 'number', 'many', 'say', 'charging', 'port', 'hard', 'find', 'expansion', 'public…']",0.084,0.078,0.838,-0.0258,Negative,[],[]
RT @CrankkIoT: Reimagining the #Automotive #industry with #IoT! 🚗 Connected vehicles offer enhanced safety and maintenance features. Real-t…,12,0,2023-06-07 03:30:39+00:00,"['rt', 'crankkiot', 'reimagining', 'automotive', 'industry', 'iot', '🚗', 'connected', 'vehicle', 'offer', 'enhanced', 'safety', 'maintenance', 'feature', 'realt…']",0.0,0.177,0.823,0.4215,Positive,[],[]
"RT @GreenpeaceUK: 6. With the right policy support, job creation in clean energy industries can exceed the number of displaced oil and gas…",12,0,2023-06-08 08:56:34+00:00,"['rt', 'greenpeaceuk', '6', 'right', 'policy', 'support', 'job', 'creation', 'clean', 'energy', 'industry', 'exceed', 'number', 'displaced', 'oil', 'gas…']",0.0,0.522,0.478,0.836,Positive,[],[]
RT @Guay_JG: I'm just catching up to the radical ways dirt cheap clean energy will scramble where new industrial facilities and the clean e…,12,0,2023-06-08 08:22:12+00:00,"['rt', 'guayjg', 'im', 'catching', 'radical', 'way', 'dirt', 'cheap', 'clean', 'energy', 'scramble', 'new', 'industrial', 'facility', 'clean', 'e…']",0.11,0.342,0.548,0.6249,Positive,[],[]
RT @ArneLutsch: Nickel plays a vital role in decarbonization efforts. Its use in lithium-ion batteries powers electric vehicles and renewab…,12,0,2023-06-08 09:51:38+00:00,"['rt', 'arnelutsch', 'nickel', 'play', 'vital', 'role', 'decarbonization', 'effort', 'use', 'lithiumion', 'battery', 'power', 'electric', 'vehicle', 'renewab…']",0.0,0.261,0.739,0.5574,Positive,[],[]
"RT @IEA: Power system digitalisation is crucial for clean energy transitions &amp; security in developing markets. But today, investment is lag…",12,0,2023-06-06 11:45:46+00:00,"['rt', 'iea', 'power', 'system', 'digitalisation', 'crucial', 'clean', 'energy', 'transition', 'amp', 'security', 'developing', 'market', 'today', 'investment', 'lag…']",0.0,0.356,0.644,0.7351,Positive,[],[]
RT @BohoBeautifulS1: #Healing Energy – the #Chakra stones #Bracelet help to calm and relaxed. It also assists to concentrate and become cle…,12,0,2023-06-08 07:08:38+00:00,"['rt', 'bohobeautifuls1', 'healing', 'energy', '–', 'chakra', 'stone', 'bracelet', 'help', 'calm', 'relaxed', 'also', 'assist', 'concentrate', 'become', 'cle…']",0.0,0.484,0.516,0.8519,Positive,[],[]
RT @climatecouncil: We need minimum energy efficiency standards for rentals across all states and territories so that everyone has access t…,12,0,2023-06-08 05:00:35+00:00,"['rt', 'climatecouncil', 'need', 'minimum', 'energy', 'efficiency', 'standard', 'rental', 'across', 'state', 'territory', 'everyone', 'access', 't…']",0.0,0.277,0.723,0.5574,Positive,[],[]
"RT @ClimateScam: Energy transformation people are in denial re: how the California grid has been wrecked by wind and solar, battery solutio…",12,0,2023-06-08 09:23:03+00:00,"['rt', 'climatescam', 'energy', 'transformation', 'people', 'denial', 'california', 'grid', 'wrecked', 'wind', 'solar', 'battery', 'solutio…']",0.0,0.149,0.851,0.2732,Positive,[],['california']
"RT @mateosfo: I don't think car cultists have really thought through much of anything, at all, but my very serious advice is, if you think…",12,0,2023-06-08 09:51:27+00:00,"['rt', 'mateosfo', 'dont', 'think', 'car', 'cultist', 'really', 'thought', 'much', 'anything', 'serious', 'advice', 'think…']",0.098,0.0,0.902,-0.0772,Negative,[],[]
"RT @TheBlueDodger: Yes, people, I know it was a release clause, and that doesn't change what I said. It's still low.

My point was that Bri…",12,0,2023-06-07 14:21:08+00:00,"['rt', 'thebluedodger', 'yes', 'people', 'know', 'release', 'clause', 'doesnt', 'change', 'said', 'still', 'low', 'point', 'bri…']",0.125,0.161,0.714,0.1531,Positive,[],[]
"Still baffled that Rowan Atkinson wrote an article saying 'electric cars are a bad idea because they take more carbon to produce', and the Guardian published it without anyone saying 'hold on, but isn't that extra carbon offset very quickly once the car is actually driven?'",11,120,2023-06-08 08:47:30+00:00,"['still', 'baffled', 'rowan', 'atkinson', 'wrote', 'article', 'saying', 'electric', 'car', 'bad', 'idea', 'take', 'carbon', 'produce', 'guardian', 'published', 'without', 'anyone', 'saying', 'hold', 'isnt', 'extra', 'carbon', 'offset', 'quickly', 'car', 'actually', 'drive']",0.115,0.0,0.885,-0.5423,Negative,[],[]
"Sustainable mobility fit for sustainable cities! 

We will be providing shuttle services to delegates attending the @UNHABITAT.  Assembly in Nairobi this week 🚌. Please see designated pick-up and drop off points and timings. #UNHA2 #Emobility https://t.co/Hc4OiCzMMC",11,34,2023-06-07 06:11:12+00:00,"['sustainable', 'mobility', 'fit', 'sustainable', 'city', 'providing', 'shuttle', 'service', 'delegate', 'attending', 'unhabitat', 'assembly', 'nairobi', 'week', '🚌', 'please', 'see', 'designated', 'pickup', 'drop', 'point', 'timing', 'unha2', 'emobility']",0.078,0.178,0.743,0.4019,Positive,"['unhabitat assembly', 'unha2']",[]
"Keir Starmer is being urged to water down Labour’s plans to spend £28bn a year on green projects, amid concerns from his allies that the plans could be an “electoral deadweight”.

Even Starmer’s front bench can’t stand his green policies. #CostOfNetZero

👉https://t.co/2X4Zgi7ce0 https://t.co/aE9IpXhJG7",11,32,2023-06-08 08:08:52+00:00,"['eir', 'starmer', 'urged', 'water', 'labour', '’', 'plan', 'spend', '£28bn', 'year', 'green', 'project', 'amid', 'concern', 'ally', 'plan', 'could', '“', 'electoral', 'deadweight', '”', 'even', 'starmer', '’', 'front', 'bench', '’', 'stand', 'green', 'policy', 'costofnetzero', '👉']",0.0,0.0,1.0,0.0,Neutral,[],[]
"Here @MrBean -thanks to his college degrees in electronic engineering and control systems- brutally destroys the EU and UK regulatory agenda on electric cars replacing existing petrol cars.

Idea: keep your existing petrol car for longer. 

https://t.co/FcQPp8Q2uM",11,29,2023-06-08 09:41:19+00:00,"['mrbean', 'thanks', 'college', 'degree', 'electronic', 'engineering', 'control', 'system', 'brutally', 'destroys', 'eu', 'uk', 'regulatory', 'agenda', 'electric', 'car', 'replacing', 'existing', 'petrol', 'car', 'idea', 'keep', 'existing', 'petrol', 'car', 'longer']",0.227,0.087,0.687,-0.6908,Negative,"['mrbean thanks', 'eu uk']",[]
"Seeing the future of Sustainable Mobility? 
@TransPod_Inc unveiled a Solar-Powered #Hyperloop-Inspired Pod for Lightning-Fast Travel at 1200 km/h! 👀
📽️ @Dassault3DS

@Hana_ElSayyed @CurieuxExplorer @Shi4Tech @mvollmer1 @enilev @Khulood_Almani @RagusoSergio @PawlowskiMario https://t.co/yeV26If4Nk",11,11,2023-06-06 12:17:11+00:00,"['seeing', 'future', 'sustainable', 'mobility', 'transpodinc', 'unveiled', 'solarpowered', 'hyperloopinspired', 'pod', 'lightningfast', 'travel', '1200', 'kmh', '👀', '📽️', 'dassault3ds', 'hanaelsayyed', 'curieuxexplorer', 'shi4tech', 'mvollmer1', 'enilev', 'khuloodalmani', 'ragusosergio', 'pawlowskimario']",0.0,0.0,1.0,0.0,Neutral,"['kmh 👀', 'khuloodalmani']",[]
"RT @BasiGoKenya: Sustainable mobility fit for sustainable cities! 

We will be providing shuttle services to delegates attending the @UNHAB…",11,0,2023-06-07 18:54:58+00:00,"['rt', 'basigokenya', 'sustainable', 'mobility', 'fit', 'sustainable', 'city', 'providing', 'shuttle', 'service', 'delegate', 'attending', 'unhab…']",0.0,0.172,0.828,0.3612,Positive,[],[]
"RT @Cheonsunny_: based from this challenge, i got Electric type!

funfact, before fairy type exist, electric was my fav type x) so i had to…",11,0,2023-06-08 09:29:44+00:00,"['rt', 'cheonsunny', 'based', 'challenge', 'got', 'electric', 'type', 'funfact', 'fairy', 'type', 'exist', 'electric', 'fav', 'type', 'x', 'to…']",0.0,0.249,0.751,0.5106,Positive,[],[]
RT @robhoffimagery: An electric afternoon in northern Colorado Springs. Extra points to the person who can pinpoint what this hit. Shot at…,11,0,2023-06-08 09:28:04+00:00,"['rt', 'robhoffimagery', 'electric', 'afternoon', 'northern', 'colorado', 'spring', 'extra', 'point', 'person', 'pinpoint', 'hit', 'shot', 'at…']",0.0,0.0,1.0,0.0,Neutral,[],['colorado']
RT @AlkemyCapital: #ALK The Wilton LHM refinery is expected to produce enough #Lithium hydroxide to supply 100% of the forecasted automotiv…,11,0,2023-06-07 05:24:24+00:00,"['rt', 'alkemycapital', 'alk', 'wilton', 'lhm', 'refinery', 'expected', 'produce', 'enough', 'lithium', 'hydroxide', 'supply', '100', 'forecasted', 'automotiv…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @Niclas1128: WTF?! @T_Extinguishers you chose to puncture a car while it was charging. A car which is being driven as a pure EV 90% of t…,11,0,2023-06-08 06:15:29+00:00,"['rt', 'niclas1128', 'wtf', 'textinguishers', 'chose', 'puncture', 'car', 'charging', 'car', 'driven', 'pure', 'ev', '90', 't…']",0.226,0.0,0.774,-0.5859,Negative,[],[]
"RT @blinkchargingIN: Blink Charging cordially invites you to visit Booth #B108, Hall 3, at the 8th Smart Cities India Expo.

We look forwar…",11,0,2023-06-08 02:54:42+00:00,"['rt', 'blinkchargingin', 'blink', 'charging', 'cordially', 'invite', 'visit', 'booth', 'b108', 'hall', '3', '8th', 'smart', 'city', 'india', 'expo', 'look', 'forwar…']",0.0,0.223,0.777,0.5106,Positive,[],['india']
"RT @mvollmer1: The 5 minerals most critical to #EV batteries 🔋 are each concentrated in just a handful of countries

https://t.co/TpGAn99uy…",11,0,2023-06-06 12:39:44+00:00,"['rt', 'mvollmer1', '5', 'mineral', 'critical', 'ev', 'battery', '🔋', 'concentrated', 'handful', 'country']",0.223,0.0,0.777,-0.3182,Negative,[],[]
"RT @segundoatdell: Seeing the future of Sustainable Mobility? 
@TransPod_Inc unveiled a Solar-Powered #Hyperloop-Inspired Pod for Lightning…",11,0,2023-06-08 00:37:53+00:00,"['rt', 'segundoatdell', 'seeing', 'future', 'sustainable', 'mobility', 'transpodinc', 'unveiled', 'solarpowered', 'hyperloopinspired', 'pod', 'lightning…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @WSJ: Scientists are testing ways to beam clean electricity from space to anywhere on Earth. The results so far are encouraging. “People…,11,0,2023-06-08 09:43:03+00:00,"['rt', 'wsj', 'scientist', 'testing', 'way', 'beam', 'clean', 'electricity', 'space', 'anywhere', 'earth', 'result', 'far', 'encouraging', '“', 'people…']",0.0,0.319,0.681,0.7269,Positive,[],[]
"RT @Iberdrola_En: 🌊 Source of life, biodiversity and clean energy 🌊

If we protect the oceans, we protect the planet. Let's care for the tr…",11,0,2023-06-08 09:35:32+00:00,"['rt', 'iberdrolaen', '🌊', 'source', 'life', 'biodiversity', 'clean', 'energy', '🌊', 'protect', 'ocean', 'protect', 'planet', 'let', 'care', 'tr…']",0.0,0.595,0.405,0.9042,Positive,[],[]
"RT @MoEnvmv: 🌞 Join us at the Renewable Energy Investor Conference 2023 to hear from government officials, utilities, and site owners on de…",11,0,2023-06-08 07:46:29+00:00,"['rt', 'moenvmv', '🌞', 'join', 'u', 'renewable', 'energy', 'investor', 'conference', '2023', 'hear', 'government', 'official', 'utility', 'site', 'owner', 'de…']",0.0,0.249,0.751,0.5106,Positive,['🌞'],[]
"RT @Marwamohabe1: The science is clear: fossil fuels are driving climate change. It's time for individuals, governments, and corporations t…",11,0,2023-06-08 07:30:08+00:00,"['rt', 'marwamohabe1', 'science', 'clear', 'fossil', 'fuel', 'driving', 'climate', 'change', 'time', 'individual', 'government', 'corporation', 't…']",0.0,0.167,0.833,0.3818,Positive,[],[]
"RT @TANGEDCO_Offcl: #WorldEnvironmentDay
#tangedco 
26 Million Tonnes of CO2 Emission was avoided by generation of clean energy by TANGEDCO…",11,0,2023-06-08 07:13:55+00:00,"['rt', 'tangedcooffcl', 'worldenvironmentday', 'tangedco', '26', 'million', 'tonne', 'co2', 'emission', 'avoided', 'generation', 'clean', 'energy', 'tangedco…']",0.132,0.264,0.604,0.34,Positive,[],[]
RT @nationalgriduk: 👏 A fantastic achievement for @sees_ai and an important step in enabling us to fully exploit the potential of #drone #t…,11,0,2023-06-08 06:54:35+00:00,"['rt', 'nationalgriduk', '👏', 'fantastic', 'achievement', 'seesai', 'important', 'step', 'enabling', 'u', 'fully', 'exploit', 'potential', 'drone', 't…']",0.099,0.316,0.585,0.5729,Positive,['👏 fantastic achievement'],[]
"RT @Left_Behind_Ire: ""My whole life has been loving things and losing them to my illness; not because of my illness but because of inaccess…",11,0,2023-06-08 05:47:49+00:00,"['rt', 'leftbehindire', 'whole', 'life', 'loving', 'thing', 'losing', 'illness', 'illness', 'inaccess…']",0.447,0.218,0.335,-0.4767,Negative,[],[]
"RT @TiceRichard: The vast number of big consultancies, renewable industry, carbon trading, greenwashing, ESG, green energy firms, the list…",11,0,2023-06-08 08:48:10+00:00,"['rt', 'ticerichard', 'vast', 'number', 'big', 'consultancy', 'renewable', 'industry', 'carbon', 'trading', 'greenwashing', 'esg', 'green', 'energy', 'firm', 'list…']",0.079,0.191,0.73,0.25,Positive,[],[]
RT @ajalasamuelakin: Nigeria's potential for green hydrogen offer a way to solve its perennial energy crisis while creating jobs and reduci…,11,0,2023-06-08 10:06:12+00:00,"['rt', 'ajalasamuelakin', 'nigeria', 'potential', 'green', 'hydrogen', 'offer', 'way', 'solve', 'perennial', 'energy', 'crisis', 'creating', 'job', 'reduci…']",0.193,0.288,0.519,0.0,Neutral,[],[]
"RT @NetZeroWatch: Keir Starmer is being urged to water down Labour’s plans to spend £28bn a year on green projects, amid concerns from his…",11,0,2023-06-08 09:45:18+00:00,"['rt', 'netzerowatch', 'keir', 'starmer', 'urged', 'water', 'labour', '’', 'plan', 'spend', '£28bn', 'year', 'green', 'project', 'amid', 'concern', 'his…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @BiharEnergy: On #WorldEnvironmentDay, we reaffirm our dedication towards environmental stewardship, through renewable energy initiative…",11,0,2023-06-08 08:28:42+00:00,"['rt', 'biharenergy', 'worldenvironmentday', 'reaffirm', 'dedication', 'towards', 'environmental', 'stewardship', 'renewable', 'energy', 'initiative…']",0.0,0.174,0.826,0.2732,Positive,[],[]
RT @ToshiAkima: We must look at applied physics and engineering to ask ourselves why medicine failed to develop normatively as a science by…,11,0,2023-06-08 09:33:17+00:00,"['rt', 'toshiakima', 'must', 'look', 'applied', 'physic', 'engineering', 'ask', 'medicine', 'failed', 'develop', 'normatively', 'science', 'by…']",0.202,0.0,0.798,-0.5106,Negative,[],[]
"RT @Codie_Sanchez: 6. Solar Power - 25%
7. International Airlines - 24%
8. Tour Operators - 24%
9. 3D Printer Manufacturing -24%
10. UAV Ma…",11,0,2023-06-08 09:14:06+00:00,"['rt', 'codiesanchez', '6', 'solar', 'power', '25', '7', 'international', 'airline', '24', '8', 'tour', 'operator', '24', '9', '3d', 'printer', 'manufacturing', '24', '10', 'uav', 'ma…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @BiharEnergy: A Series On Vulnerable Power Equipment

ELECTRICITY POLE ~ is the column used to support overhead transmission line cables…",11,0,2023-06-08 08:28:36+00:00,"['rt', 'biharenergy', 'series', 'vulnerable', 'power', 'equipment', 'electricity', 'pole', 'column', 'used', 'support', 'overhead', 'transmission', 'line', 'cables…']",0.108,0.153,0.739,0.2023,Positive,[],[]
RT @ricpuglisi: Here @MrBean -thanks to his college degrees in electronic engineering and control systems- brutally destroys the EU and UK…,11,0,2023-06-08 10:14:48+00:00,"['rt', 'ricpuglisi', 'mrbean', 'thanks', 'college', 'degree', 'electronic', 'engineering', 'control', 'system', 'brutally', 'destroys', 'eu', 'uk…']",0.353,0.135,0.512,-0.6908,Negative,['eu uk…'],[]
RT @henrymance: Still baffled that Rowan Atkinson wrote an article saying 'electric cars are a bad idea because they take more carbon to pr…,11,0,2023-06-08 08:50:38+00:00,"['rt', 'henrymance', 'still', 'baffled', 'rowan', 'atkinson', 'wrote', 'article', 'saying', 'electric', 'car', 'bad', 'idea', 'take', 'carbon', 'pr…']",0.189,0.0,0.811,-0.5423,Negative,[],[]
"Most of the people they aren't aware of what the heck is going on...
Data collection is their hidden power... Starting from providing free emails accounts, data storages, health trackers, groceries habits and smartphones, smart power grid meters. Few understand that... #iot https://t.co/Rj5U3jwl6r",10,17,2023-06-04 07:53:57+00:00,"['people', 'arent', 'aware', 'heck', 'going', 'data', 'collection', 'hidden', 'power', 'starting', 'providing', 'free', 'email', 'account', 'data', 'storage', 'health', 'tracker', 'grocery', 'habit', 'smartphones', 'smart', 'power', 'grid', 'meter', 'understand', 'iot']",0.0,0.194,0.806,0.7184,Positive,[],[]
Orsted to invest $68 bln in power capacity by 2030 https://t.co/hHTyebm1E8 https://t.co/GNxbapfC4a,10,16,2023-06-08 09:30:39+00:00,"['orsted', 'invest', '68', 'bln', 'power', 'capacity', '2030']",0.0,0.0,1.0,0.0,Neutral,[],[]
"Kandiah will be responsible for #FYIResources' global high-purity alumina (HPA) growth strategy and technical product marketing in the specially created position. 

Read more ▶️▶️ https://t.co/wNaonXDGJx

@FYIResources
$FYI #HPA #Alcoa #batteries #emobility https://t.co/Sw3uBa5lyS",10,13,2023-06-07 14:52:42+00:00,"['andiah', 'responsible', 'fyiresources', 'global', 'highpurity', 'alumina', 'hpa', 'growth', 'strategy', 'technical', 'product', 'marketing', 'specially', 'created', 'position', 'read', '▶️▶️', 'fyiresources', 'fyi', 'hpa', 'alcoa', 'battery', 'emobility']",0.0,0.314,0.686,0.7717,Positive,[],[]
RT @GOLDINVEST_de: Kandiah will be responsible for #FYIResources' global high-purity alumina (HPA) growth strategy and technical product ma…,10,0,2023-06-07 15:38:59+00:00,"['rt', 'goldinvestde', 'kandiah', 'responsible', 'fyiresources', 'global', 'highpurity', 'alumina', 'hpa', 'growth', 'strategy', 'technical', 'product', 'ma…']",0.0,0.29,0.71,0.5994,Positive,[],[]
RT @ChinChemLett: Synergy of phosphorus vacancies and build-in electric field into NiCo/NiCoP Mott-Schottky integrated electrode for enhanc…,10,0,2023-06-08 09:35:31+00:00,"['rt', 'chinchemlett', 'synergy', 'phosphorus', 'vacancy', 'buildin', 'electric', 'field', 'niconicop', 'mottschottky', 'integrated', 'electrode', 'enhanc…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @BLITZTEAMGG: TEKKEN 7 ONLINE TOURNAMENT! 

$50 POT BONUS

Hosted by @codenameclown 

June 21, 2023

BLITZ ELECTRIC RAGE
Reg: https://t.…",10,0,2023-06-08 09:23:26+00:00,"['rt', 'blitzteamgg', 'tekken', '7', 'online', 'tournament', '50', 'pot', 'bonus', 'hosted', 'codenameclown', 'june', '21', '2023', 'blitz', 'electric', 'rage', 'reg']",0.163,0.158,0.679,-0.0258,Negative,['blitz electric rage reg'],[]
"RT @Synchronicity34: Supposedly EV batteries only last 2 years, like mobile phones, or just the 8 year warranty period or just 10 years max…",10,0,2023-06-08 09:25:09+00:00,"['rt', 'synchronicity34', 'supposedly', 'ev', 'battery', 'last', '2', 'year', 'like', 'mobile', 'phone', '8', 'year', 'warranty', 'period', '10', 'year', 'max…']",0.0,0.143,0.857,0.3612,Positive,[],[]
"RT @Antonio12I: 🇪🇺🇮🇹 This is how Italian parties voted in the EP vote last week to provide more ammunition to 🇺🇦 Ukraine:

✅ In favour: FdI…",10,0,2023-06-08 09:10:06+00:00,"['rt', 'antonio12i', '🇪🇺🇮🇹', 'italian', 'party', 'voted', 'ep', 'vote', 'last', 'week', 'provide', 'ammunition', '🇺🇦', 'ukraine', '✅', 'favour', 'fdi…']",0.0,0.286,0.714,0.6808,Positive,[],['🇹']
RT @Funguo_Tz: The Norwegian Agency for Development Cooperation is accepting proposals for innovation &amp; entrepreneurship! The focus is food…,10,0,2023-06-08 09:17:38+00:00,"['rt', 'funguotz', 'norwegian', 'agency', 'development', 'cooperation', 'accepting', 'proposal', 'innovation', 'amp', 'entrepreneurship', 'focus', 'food…']",0.0,0.321,0.679,0.6369,Positive,[],[]
"RT @anatosaurus: They spread lies, hire lobbyists, and pay off politicians to block the clean energy solutions we know would mean good jobs…",10,0,2023-06-08 08:16:57+00:00,"['rt', 'anatosaurus', 'spread', 'lie', 'hire', 'lobbyist', 'pay', 'politician', 'block', 'clean', 'energy', 'solution', 'know', 'would', 'mean', 'good', 'jobs…']",0.17,0.395,0.435,0.6908,Positive,[],[]
RT @louismirante: “CEQA Works” is opposing CEQA streamlining for clean energy and climate adaption/resiliency projects amid some of the gre…,10,0,2023-06-08 06:39:29+00:00,"['rt', 'louismirante', '“', 'ceqa', 'work', '”', 'opposing', 'ceqa', 'streamlining', 'clean', 'energy', 'climate', 'adaptionresiliency', 'project', 'amid', 'gre…']",0.0,0.286,0.714,0.5859,Positive,[],[]
"RT @Fire_Electrical: Don't let a dead battery be the reason your fire alarm doesn't work. Test it monthly and replace batteries to, maybe o…",10,0,2023-06-08 05:38:41+00:00,"['rt', 'fireelectrical', 'dont', 'let', 'dead', 'battery', 'reason', 'fire', 'alarm', 'doesnt', 'work', 'test', 'monthly', 'replace', 'battery', 'maybe', 'o…']",0.216,0.155,0.629,-0.092,Negative,[],[]
RT @Reuters: Orsted to invest $68 bln in power capacity by 2030 https://t.co/hHTyebm1E8 https://t.co/GNxbapfC4a,10,0,2023-06-08 10:07:02+00:00,"['rt', 'reuters', 'orsted', 'invest', '68', 'bln', 'power', 'capacity', '2030']",0.0,0.0,1.0,0.0,Neutral,['reuters'],[]
"RT @AndyBopinion: The cost of agedcare is now being realised after decades of inaction. Just like renewable energy, bushfires, floods, drou…",10,0,2023-06-08 09:56:30+00:00,"['rt', 'andybopinion', 'cost', 'agedcare', 'realised', 'decade', 'inaction', 'like', 'renewable', 'energy', 'bushfires', 'flood', 'drou…']",0.12,0.277,0.602,0.3818,Positive,[],[]
"RT @luc_SU2: Most of the people they aren't aware of what the heck is going on...
Data collection is their hidden power... Starting from pr…",10,0,2023-06-04 22:10:42+00:00,"['rt', 'lucsu2', 'people', 'arent', 'aware', 'heck', 'going', 'data', 'collection', 'hidden', 'power', 'starting', 'pr…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @IEA: Doubling the global pace of energy efficiency progress by 2030 is key step in efforts to reach #NetZero emissions.

Our new analys…",10,0,2023-06-08 09:50:48+00:00,"['rt', 'iea', 'doubling', 'global', 'pace', 'energy', 'efficiency', 'progress', '2030', 'key', 'step', 'effort', 'reach', 'netzero', 'emission', 'new', 'analys…']",0.0,0.395,0.605,0.7579,Positive,[],[]
"RT @aparanjape: In case you are wondering, what's 'Pumped Hydro Storage'... 

Think of it as a hydro-power plant and a large water pump wor…",10,0,2023-06-08 08:58:16+00:00,"['rt', 'aparanjape', 'case', 'wondering', 'whats', 'pumped', 'hydro', 'storage', 'think', 'hydropower', 'plant', 'large', 'water', 'pump', 'wor…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @l_guillot: Following pushback from conservative MEPs, the wind power industry is coming out in favor of the Nature Restoration Regulati…",10,0,2023-06-08 07:25:02+00:00,"['rt', 'lguillot', 'following', 'pushback', 'conservative', 'meps', 'wind', 'power', 'industry', 'coming', 'favor', 'nature', 'restoration', 'regulati…']",0.0,0.172,0.828,0.4019,Positive,[],[]
"RT @ArneLutsch: Talking solar, LFP and battery energy storage with John
@FirstPhosphate $PHOS https://t.co/7ewtJrYRzD",10,0,2023-06-08 05:36:16+00:00,"['rt', 'arnelutsch', 'talking', 'solar', 'lfp', 'battery', 'energy', 'storage', 'john', 'firstphosphate', 'phos']",0.0,0.174,0.826,0.2732,Positive,[],[]
RT @pedalandtring: Rise and Shine and use an electric bicycle+plus metro to reach your destination. Kudos to this young boy for inspiring u…,10,0,2023-06-07 15:19:21+00:00,"['rt', 'pedalandtring', 'rise', 'shine', 'use', 'electric', 'bicycleplus', 'metro', 'reach', 'destination', 'kudos', 'young', 'boy', 'inspiring', 'u…']",0.0,0.375,0.625,0.7351,Positive,[],[]
"An autistic billionaire like Elon Musk isn't primarily motivated by enhancing his own power. 

His primary mission is to 'change the world' through technological innovation, self-driving cars, solar power, and space travel.",9,60,2023-06-08 06:46:00+00:00,"['autistic', 'billionaire', 'like', 'elon', 'musk', 'isnt', 'primarily', 'motivated', 'enhancing', 'power', 'primary', 'mission', 'change', 'world', 'technological', 'innovation', 'selfdriving', 'car', 'solar', 'power', 'space', 'trave']",0.093,0.192,0.715,0.3859,Positive,[],[]
